Player,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DPM,BPM,VORP
Chris McCullough,37,4,11.7,1.6,3.8,0.429,0.4,1.1,0.35,1.2,2.7,0.46,0.479,0.4,0.7,0.5,0.9,1.4,2.3,0.3,0.8,0.4,0.5,1.2,4,13.2,0.714,0.336,0.086,0.071,0.214,0.286,0.553,0.333,0.5,0.367,0.696,0.129,14,0.929,0.25,0.2,1,0,13,0.485,0.286,0.186,8.6,13.3,10.9,3.9,3.4,2.6,10.1,17.2,0,0.5,0.5,0.052,0,0.5,-1.4,0.1
KJ McDaniels,127,16,14.1,1.8,4.5,0.404,0.5,1.6,0.29,1.4,2.9,0.465,0.454,1,1.4,0.769,0.7,1.5,2.1,0.7,0.4,0.7,1,1.4,5.1,12,0.649,0.381,0.135,0.061,0.072,0.351,0.581,0.338,0.229,0.293,0.547,0.119,58,0.948,0.225,0.311,0,0,10.5,0.504,0.351,0.304,5,11.7,8.2,8.2,1.6,3.8,17,18.8,-0.8,1.8,1,0.027,0,0.5,-3.3,-0.6
Doug McDermott,157,7,20.1,3,6.9,0.443,1.1,2.7,0.399,2,4.1,0.473,0.523,0.9,1,0.844,0.4,1.9,2.3,0.7,0.2,0.1,0.6,1.3,8,14.7,0.602,0.249,0.12,0.092,0.142,0.398,0.578,0.364,0.434,0.405,0.772,0.022,21,0.982,0.296,0.409,0,0,10.5,0.549,0.398,0.148,1.9,10.1,6.1,5.3,0.4,0.3,8,17.4,2.9,1.6,4.4,0.067,0,-2.7,-3.6,-1.2
JaVale McGee,463,166,18.1,3.3,6.1,0.551,0,0,0.111,3.3,6.1,0.552,0.551,1.2,2.1,0.576,1.9,3.2,5.1,0.3,0.4,1.6,1,2.2,7.9,4,0.997,0.609,0.27,0.085,0.034,0.003,0.689,0.359,0.286,0.305,0.644,0.296,778,1,0,0,1,0,18.6,0.565,0.003,0.353,11.8,20.3,16,2.9,1.1,6.9,12.5,19.6,10.7,10.9,21.5,0.123,0,1.1,-0.8,2.6
Rodney McGruder,49,36,26.1,2.2,5.7,0.391,0.9,2.8,0.333,1.3,2.9,0.444,0.471,0.7,1.1,0.654,1.3,2.1,3.4,1.5,0.7,0.2,0.7,1.8,6.1,15.4,0.516,0.204,0.172,0.057,0.079,0.484,0.667,0.313,0.25,0.273,0.531,0.025,7,1,0.578,0.346,1,0,8.6,0.492,0.484,0.186,5.6,8.9,7.2,8.1,1.3,0.7,9.6,11.6,0.7,1.1,1.8,0.068,0,0.8,-0.3,0.5
Ben McLemore,270,207,25.6,3.3,8,0.413,1.2,3.5,0.342,2.1,4.5,0.468,0.488,1.3,1.6,0.784,0.5,2,2.5,1.2,0.7,0.2,1.3,2.2,9.1,15.9,0.56,0.222,0.12,0.05,0.169,0.44,0.677,0.257,0.407,0.361,0.653,0.066,123,0.933,0.338,0.396,10,1,9,0.521,0.44,0.204,2.1,8.7,5.4,7.4,1.4,0.6,13.2,17.3,0.9,2.6,3.4,0.024,0,-1.4,-2.5,-1
Jordan McRae,55,4,9.9,1.6,3.9,0.41,0.5,1.2,0.382,1.1,2.7,0.423,0.47,0.9,1.1,0.77,0.1,0.9,1.1,0.8,0.2,0.1,0.5,0.8,4.6,13.5,0.687,0.281,0.129,0.147,0.129,0.313,0.525,0.286,0.25,0.536,0.317,0.032,5,0.808,0.368,0.4,2,0,11.8,0.515,0.313,0.281,1.6,10,5.9,12.5,1,1,10.3,21.9,0.3,0.4,0.7,0.058,0,-2.5,-5.1,-0.4
Josh McRoberts,431,179,19.2,2.1,4.6,0.464,0.5,1.3,0.341,1.7,3.2,0.514,0.513,0.7,1,0.705,1.1,2.8,3.9,2.1,0.5,0.5,0.9,1.9,5.4,11.9,0.708,0.381,0.137,0.055,0.134,0.292,0.654,0.344,0.385,0.347,0.673,0.123,224,0.974,0.129,0.311,2,0,13.2,0.539,0.292,0.222,6.4,16.5,11.5,16.8,1.4,1.8,15,13.9,9.1,9.3,18.5,0.107,0,1.4,1,6.2
Jodie Meeks,442,203,24.1,3.3,7.8,0.422,1.5,4.1,0.375,1.8,3.7,0.473,0.519,1.7,1.9,0.883,0.3,1.9,2.2,1.1,0.9,0.1,0.8,1.3,9.8,17,0.478,0.211,0.081,0.067,0.119,0.522,0.617,0.331,0.4,0.355,0.747,0.018,55,0.932,0.233,0.375,5,1,12.9,0.567,0.522,0.248,1.3,8.7,5,7.3,1.8,0.2,8.6,17.6,13.8,7.9,21.8,0.098,0,-1.3,-0.3,4.5
Salah Mejri,80,17,12.7,1.3,2,0.654,0,0,0,1.3,1.9,0.667,0.654,0.6,1,0.613,1.3,2.8,4.1,0.3,0.4,1,0.6,2,3.2,3.1,0.981,0.788,0.09,0.032,0.071,0.019,0.74,0.429,0.8,0.091,0.735,0.34,50,0,0,0,0,0,15.3,0.662,0.019,0.513,11.4,25.9,18.4,3,1.5,6.8,21.1,11.1,1.5,1.8,3.3,0.156,0,4,1,0.8
Jordan Mickey,31,1,5.5,0.7,1.6,0.431,0,0,0,0.7,1.6,0.44,0.431,0.4,0.6,0.55,0.6,0.7,1.3,0.2,0.1,0.5,0.3,0.5,1.8,4.6,0.98,0.667,0.157,0.039,0.118,0.02,0.529,0.125,0.5,0.333,0.682,0.196,9,0,1,0,0,0,12.4,0.46,0.02,0.392,11.5,14.3,12.9,5.2,0.6,6.5,11.8,17.4,0,0.2,0.2,0.055,0,1,-4.3,-0.1
CJ Miles,685,282,20.7,3.5,8.5,0.417,1.4,3.8,0.358,2.2,4.6,0.466,0.498,1.3,1.7,0.802,0.5,2,2.4,1.2,0.7,0.3,0.9,2.2,9.8,16.6,0.546,0.197,0.105,0.067,0.177,0.454,0.639,0.355,0.371,0.375,0.582,0.048,237,0.93,0.204,0.402,22,0,13.3,0.531,0.454,0.197,2.6,11,6.8,9.1,1.8,1.2,9.1,21.9,11.8,13.1,24.8,0.084,0,-1.5,-0.9,3.8
Mike Miller,1023,570,27.1,3.9,8.5,0.459,1.6,3.8,0.407,2.4,4.7,0.501,0.55,1.3,1.7,0.769,0.6,3.6,4.3,2.6,0.6,0.2,1.5,2,10.7,16.7,0.554,0.228,0.056,0.048,0.222,0.446,0.645,0.359,0.315,0.43,0.543,0.019,151,0.914,0.171,0.421,1,0,14.4,0.576,0.446,0.201,2.6,15.7,9.1,15.8,1.1,0.6,14.1,18.2,39.2,21.5,60.7,0.105,0,-0.6,0.9,20.4
Patty Mills,412,14,16.6,2.9,6.6,0.438,1.3,3.3,0.396,1.6,3.4,0.48,0.536,0.7,0.8,0.84,0.3,1.2,1.5,2,0.6,0.1,0.9,1.2,7.8,18.1,0.505,0.155,0.053,0.058,0.24,0.495,0.626,0.386,0.44,0.414,0.443,0,0,0.828,0.297,0.435,6,0,15.6,0.557,0.495,0.118,2.3,8.1,5.3,19.3,2,0.3,11.4,21.7,9.7,8.5,18.1,0.128,0,-1.3,0.9,5
Paul Millsap,818,542,29.4,5.3,10.8,0.494,0.4,1.2,0.333,5,9.7,0.513,0.512,3,4.1,0.734,2.3,5.2,7.5,2.3,1.3,1,1.8,3.2,14.1,8.8,0.892,0.406,0.204,0.129,0.153,0.108,0.647,0.404,0.389,0.41,0.631,0.058,444,0.956,0.192,0.38,8,1,19.2,0.558,0.108,0.382,9.2,20.3,14.8,12.8,2.3,2.9,12.5,22.1,40.6,37.3,77.9,0.156,0,2.3,3.4,33
Nikola Mirotic,195,43,22.4,3.3,8.3,0.4,1.6,4.6,0.341,1.8,3.7,0.473,0.494,2.2,2.8,0.799,0.8,4.4,5.2,1.2,0.7,0.7,1.2,2.1,10.4,16.8,0.451,0.229,0.073,0.056,0.088,0.549,0.622,0.271,0.286,0.38,0.623,0.026,38,0.941,0.24,0.38,4,0,15.7,0.548,0.549,0.339,3.9,20.7,12.4,8.7,1.7,2.3,11.6,21.3,4.9,6.4,11.3,0.124,0,0,0.5,2.8
Greg Monroe,507,401,30,5.6,11.1,0.509,0,0,0,5.6,11.1,0.51,0.509,2.9,4.1,0.702,3,5.9,8.9,2.2,1.2,0.6,2,2.3,14.1,4.4,0.998,0.569,0.296,0.053,0.079,0.002,0.616,0.378,0.371,0.334,0.534,0.038,191,0,0.1,0,6,0,20.1,0.549,0.002,0.368,11.2,23,17,12.9,2,1.7,13.2,22.2,26.1,16.9,43,0.136,0,1.1,2,15.4
E'Twaun Moore,356,66,18.3,2.6,6,0.434,0.7,1.9,0.375,1.9,4,0.462,0.495,0.5,0.6,0.74,0.4,1.4,1.8,1.7,0.6,0.2,0.8,1.4,6.4,14.7,0.674,0.17,0.201,0.125,0.179,0.326,0.593,0.496,0.351,0.375,0.414,0.01,21,0.903,0.312,0.4,0,0,11.1,0.511,0.326,0.109,2.4,8.2,5.3,14.4,1.7,1,11.8,17.4,1.8,4.7,6.5,0.048,0,-0.9,-2.3,-0.5
Marcus Morris,389,191,25.9,4,9.3,0.43,1.3,3.5,0.359,2.7,5.8,0.473,0.498,1.4,2,0.714,1,3.2,4.2,1.5,0.7,0.2,1.1,2,10.7,16.1,0.622,0.165,0.097,0.164,0.196,0.378,0.647,0.34,0.426,0.431,0.418,0.022,73,0.924,0.329,0.365,21,1,13,0.525,0.378,0.217,4.2,14,9,9.2,1.4,0.7,10.1,19.2,8.9,9.1,18,0.086,0,-0.3,-0.3,4.4
Markieff Morris,422,216,26.1,4.6,10.3,0.444,0.6,2,0.325,3.9,8.4,0.473,0.476,2,2.6,0.768,1.4,4.2,5.6,1.7,1,0.6,1.7,2.9,11.8,12.4,0.809,0.26,0.161,0.191,0.197,0.191,0.614,0.385,0.443,0.386,0.567,0.067,262,0.959,0.179,0.309,12,1,14.5,0.515,0.191,0.253,6,17.9,11.9,10.6,1.8,1.8,13,22.2,5.3,12.1,17.4,0.076,0,0.6,-0.7,3.7
Anthony Morrow,551,142,22,3.5,7.9,0.448,1.4,3.5,0.417,2.1,4.4,0.471,0.54,1.1,1.2,0.878,0.6,1.6,2.2,0.9,0.6,0.1,0.7,1.6,9.6,17.7,0.559,0.093,0.105,0.147,0.214,0.441,0.557,0.477,0.449,0.448,0.555,0.001,3,0.949,0.361,0.422,1,0,13.2,0.569,0.441,0.157,2.8,8.4,5.6,6.4,1.3,0.5,7.6,18.2,19,3.7,22.8,0.09,0,-2.6,-1.5,1.4
Donatas Motiejunas,230,101,18.7,3,6.4,0.475,0.5,1.6,0.311,2.5,4.8,0.532,0.515,1,1.7,0.605,1.2,2.7,3.9,1.1,0.5,0.3,1.2,2.2,7.6,10.3,0.743,0.267,0.405,0.052,0.019,0.257,0.642,0.491,0.368,0.286,0.663,0.024,32,0.992,0.414,0.325,6,0,12.8,0.533,0.257,0.263,7.3,15.5,11.5,9.8,1.3,1.4,14.1,19.3,3.1,4.3,7.3,0.082,0,-0.4,-1.8,0.2
Timofey Mozgov,421,260,18.5,2.8,5.2,0.533,0,0.1,0.175,2.8,5.1,0.539,0.534,1.4,1.9,0.737,1.7,3.3,5,0.6,0.3,0.9,1.2,2.3,7,5.4,0.982,0.56,0.234,0.08,0.108,0.018,0.66,0.367,0.392,0.397,0.766,0.226,429,1,0.4,0.188,0,0,14.8,0.575,0.018,0.355,10.4,19.8,15.1,4.7,0.9,3.7,16.2,17.1,9.1,8.2,17.3,0.107,0,0.6,-1.4,1.2
Emmanuel Mudiay,112,107,29.5,4.5,12.4,0.365,1.1,3.5,0.315,3.4,8.9,0.385,0.41,2.2,3.1,0.712,0.5,2.9,3.5,5,0.9,0.4,2.9,2,12.4,12.7,0.719,0.314,0.117,0.134,0.153,0.281,0.486,0.276,0.301,0.338,0.314,0.021,25,0.797,0.133,0.288,2,0,10,0.45,0.281,0.253,1.9,11.2,6.5,26.3,1.5,1.1,17.4,24.4,-3.8,1.6,-2.2,-0.032,0,-1.3,-4,-1.7
Shabazz Muhammad,206,13,18.5,3.6,7.6,0.471,0.5,1.5,0.354,3,6.1,0.5,0.506,1.9,2.6,0.749,1.2,1.8,3,0.6,0.3,0.1,0.8,1.1,9.6,9.7,0.804,0.355,0.25,0.118,0.082,0.196,0.638,0.432,0.337,0.339,0.625,0.094,133,0.981,0.426,0.438,1,0,15.8,0.551,0.196,0.343,7.1,11.6,9.3,5.7,0.8,0.4,8,22.7,6.3,0.5,6.8,0.086,0,-3.9,-3.8,-1.7
Dejounte Murray,29,6,8.1,1.4,3.3,0.442,0.3,0.7,0.421,1.2,2.6,0.447,0.484,0.6,0.9,0.72,0.1,0.8,0.9,1.1,0.2,0.1,1,0.7,3.8,9.5,0.8,0.284,0.379,0.084,0.053,0.2,0.593,0.417,0.25,0.2,0.441,0.021,2,0.875,0.263,0.6,0,0,9.8,0.519,0.2,0.263,2,10.7,6.5,20.4,1.1,1,22.1,26.1,-0.3,0.3,-0.1,-0.012,0,-1.5,-6.1,-0.2
Jamal Murray,52,3,19.9,3.1,7.9,0.39,1.2,3.8,0.32,1.9,4.2,0.454,0.466,1.3,1.5,0.868,0.6,2,2.6,1.8,0.5,0.4,1.2,1.4,8.7,16.5,0.523,0.213,0.104,0.092,0.116,0.477,0.614,0.419,0.316,0.292,0.5,0.019,7,0.746,0.249,0.367,5,0,11.3,0.505,0.477,0.184,3.3,11.2,7.2,13.1,1.2,1.4,12.5,20.8,0.3,0.3,0.7,0.031,0,-2.1,-2.9,-0.2
Mike Muscala,167,11,13.4,1.9,3.8,0.506,0.3,0.9,0.383,1.6,3,0.544,0.551,0.6,0.8,0.824,1,1.8,2.8,0.8,0.3,0.5,0.6,1.4,4.9,12.2,0.768,0.319,0.12,0.123,0.206,0.232,0.663,0.442,0.456,0.47,0.799,0.065,34,1,0.329,0.367,2,0,14.8,0.582,0.232,0.204,8.5,14.6,11.6,9.1,1.3,3.2,12.8,16,3.3,3,6.2,0.134,0,1.1,0.2,1.2
Larry Nance Jr.,99,22,20.8,2.7,5,0.541,0,0.2,0.136,2.7,4.8,0.56,0.544,0.6,0.8,0.695,1.7,3.5,5.2,0.9,1,0.5,0.7,2.1,6,8.3,0.956,0.455,0.169,0.095,0.239,0.044,0.726,0.464,0.319,0.412,0.741,0.199,93,1,0.364,0.125,3,0,14.3,0.561,0.044,0.165,8.4,18.8,13.4,7,2.3,1.8,12,12.8,2.5,1.7,4.2,0.097,0,1.2,-0.2,1
Shabazz Napier,136,10,13.5,1.4,3.8,0.364,0.7,2,0.342,0.7,1.8,0.388,0.455,0.7,0.9,0.758,0.2,1.2,1.4,1.9,0.6,0,1.1,1,4.1,18.5,0.468,0.151,0.064,0.052,0.201,0.532,0.385,0.273,0.444,0.413,0.202,0,0,0.702,0.189,0.327,1,0,9.7,0.493,0.532,0.24,1.8,10.2,6,20.7,2.2,0.3,20.5,17.8,-0.7,1.4,0.6,0.017,0,-1.4,-3.4,-0.7
Maurice Ndour,19,0,7.4,0.9,2,0.474,0.1,0.3,0.2,0.9,1.7,0.515,0.487,0.5,0.5,0.9,0.4,0.9,1.4,0.1,0.4,0.1,0.3,0.8,2.4,9.4,0.868,0.395,0.184,0.132,0.158,0.132,0.867,0,0.2,0.5,0.765,0.132,5,1,0.4,0.5,0,0,11.8,0.542,0.132,0.263,6,13.7,9.8,1,2.8,1.1,10.5,14.4,0.1,0.1,0.2,0.08,0,-1.4,-4.8,-0.1
Gary Neal,352,31,21.3,3.6,8.6,0.422,1.3,3.4,0.382,2.3,5.2,0.448,0.498,1.3,1.5,0.85,0.2,1.9,2.2,1.6,0.4,0,1,1.5,9.9,17.4,0.602,0.071,0.153,0.151,0.227,0.398,0.526,0.436,0.481,0.41,0.46,0,1,0.707,0.18,0.407,2,0,12.6,0.532,0.398,0.179,1.2,10.2,5.8,12.4,1,0.1,10.1,22,5.4,5.4,10.7,0.069,0,-2.3,-2.5,-1
Jameer Nelson,805,616,28.3,4.5,10.2,0.437,1.3,3.6,0.367,3.1,6.6,0.474,0.501,1.5,1.8,0.811,0.5,2.5,3,5.2,0.9,0.1,2.1,2.6,11.7,15.4,0.647,0.248,0.085,0.074,0.24,0.353,0.589,0.388,0.377,0.417,0.204,0,1,0.644,0.152,0.416,12,1,14.8,0.532,0.353,0.176,2.1,10,6.1,30.6,1.6,0.2,16.3,21.2,26.5,19.6,46.1,0.097,0,-1.2,0.2,12.8
Raul Neto,108,53,15.8,1.9,4.4,0.432,0.6,1.7,0.383,1.3,2.7,0.462,0.505,0.5,0.7,0.753,0.2,1.1,1.3,1.8,0.7,0,1.1,1.4,5,14.1,0.615,0.253,0.152,0.103,0.107,0.385,0.6,0.347,0.347,0.412,0.244,0.002,1,0.814,0.361,0.379,4,0,10.1,0.527,0.385,0.154,1.2,8.2,4.8,18.3,2.3,0.1,19.1,17,0.2,1.9,2.1,0.059,0,-0.5,-2.2,-0.1
Georges Niang,21,0,4.1,0.4,1.6,0.235,0,0.5,0.091,0.3,1.1,0.304,0.25,0.1,0.1,1,0.1,0.6,0.7,0.2,0.1,0,0.2,0.3,0.9,11.8,0.676,0.324,0.235,0.088,0.029,0.324,0.455,0.25,0,0,0.714,0,0,1,0.273,0.333,0,0,-0.6,0.272,0.324,0.059,2.6,16.4,9.6,8,1.7,0,12.5,20.4,-0.4,0.1,-0.3,-0.183,0,-2,-12.2,-0.2
Andrew Nicholson,274,36,14.5,2.5,5.4,0.469,0.3,0.9,0.327,2.2,4.5,0.499,0.498,0.7,0.9,0.771,0.7,2.4,3,0.4,0.3,0.3,0.8,1.6,6.1,12.5,0.825,0.19,0.278,0.106,0.25,0.175,0.709,0.444,0.401,0.442,0.6,0.041,58,0.965,0.45,0.316,2,0,12.4,0.524,0.175,0.171,5.2,18.4,11.8,5.1,0.9,1.9,11.4,20.5,0.8,3.2,4,0.048,0,-1.8,-5.2,-3.2
Joakim Noah,618,511,28.9,3.4,7,0.49,0,0,0,3.4,7,0.492,0.49,2.1,3,0.699,3.3,6,9.4,2.9,0.8,1.4,1.7,2.9,9,4.6,0.997,0.646,0.187,0.039,0.123,0.003,0.569,0.332,0.391,0.37,0.604,0.129,508,0,0.067,0,4,0,17.6,0.539,0.003,0.428,13.1,23.1,18.2,16,1.5,3.5,17.2,15.8,26.7,32.9,59.6,0.16,0,4,4.2,27.8
Nerlens Noel,167,137,28.3,4.1,8.3,0.5,0,0,0.5,4.1,8.3,0.5,0.5,1.9,3.1,0.608,2.3,5.4,7.6,1.6,1.7,1.6,2,2.7,10.1,5.3,0.999,0.514,0.269,0.112,0.104,0.001,0.686,0.307,0.303,0.285,0.679,0.24,308,1,0,0,0,0,16,0.527,0.001,0.369,8.4,21.4,14.6,10,2.9,4.4,16.9,17.9,0.9,7.8,8.7,0.088,0,3.9,1,3.5
Lucas Nogueira,80,7,15.2,1.6,2.5,0.652,0.1,0.2,0.333,1.6,2.3,0.672,0.662,0.6,1,0.62,1.2,2.3,3.5,0.6,0.8,1.1,0.6,2,3.9,3.7,0.939,0.788,0.096,0.02,0.035,0.061,0.744,0.368,0,0.286,0.816,0.419,76,1,0.167,0.5,2,0,16.1,0.668,0.061,0.399,9.2,16.9,13,5.1,2.5,6.4,17.7,10.4,2.1,2,4.1,0.163,0,4.6,4.9,2.1
Steve Novak,467,6,12.1,1.6,3.7,0.437,1.2,2.9,0.43,0.4,0.8,0.463,0.605,0.2,0.2,0.877,0.1,1.1,1.3,0.3,0.2,0.1,0.2,0.8,4.7,23.5,0.221,0.009,0.008,0.016,0.188,0.779,0.563,0.538,0.429,0.458,0.807,0,0,0.972,0.287,0.469,1,0,12.7,0.616,0.779,0.066,1.4,10.9,6,3.8,0.8,0.5,4.4,14.9,11.1,3.4,14.5,0.123,0,-2.6,-0.9,1.6
Dirk Nowitzki,1366,1335,35.1,7.7,16.3,0.473,1.3,3.3,0.381,6.4,12.9,0.497,0.512,5.2,5.9,0.879,1,6.8,7.8,2.5,0.8,0.9,1.8,2.4,21.8,14.9,0.798,0.146,0.085,0.251,0.316,0.202,0.644,0.407,0.472,0.475,0.555,0.018,352,0.938,0.105,0.397,20,0,22.9,0.579,0.205,0.361,3.4,21.7,12.6,12.8,1.2,1.9,8.5,26.8,141.2,58.6,199.8,0.2,0,0.2,3.4,65.7
Jusuf Nurkic,138,59,17.7,3.1,6.7,0.459,0,0,0,3.1,6.6,0.462,0.459,1.5,2.5,0.584,2,3.9,5.9,1.1,0.7,1.1,1.6,2.8,7.6,4.4,0.995,0.53,0.365,0.026,0.073,0.005,0.563,0.346,0.333,0.358,0.675,0.071,58,0,0.2,0,0,0,15.2,0.488,0.005,0.374,12.2,24.6,18.2,9.7,2.1,4.7,17.2,22.7,-0.9,3.4,2.5,0.049,0,2.3,-1.2,0.5
Kyle O'Quinn,294,50,14.3,2.3,4.6,0.501,0.1,0.3,0.234,2.3,4.4,0.518,0.508,0.7,1,0.725,1.3,3.1,4.5,1.1,0.4,0.9,0.9,2,5.4,10.1,0.943,0.365,0.16,0.127,0.292,0.057,0.669,0.401,0.459,0.418,0.653,0.081,99,0.889,0.13,0.4,4,0,17,0.536,0.057,0.217,10.3,24.3,17.3,12.5,1.5,5,15.7,18.9,3.5,6.1,9.6,0.11,0,2.6,0.6,2.8
Daniel Ochefu,13,0,3.6,0.5,1.2,0.467,0,0,0,0.5,1.2,0.467,0.467,0,0.2,0,0.2,1,1.2,0.2,0.1,0,0.2,0.9,1.1,2.7,1,0.667,0.333,0,0,0,0.6,0.2,0,0,0.571,0.133,2,0,0,0,0,0,4.3,0.441,0,0.133,4.9,30.8,18,6.1,1.1,0,15.9,17.7,-0.1,0.1,0,-0.018,0,-1.4,-9.7,-0.1
Jahlil Okafor,89,69,27.3,6.4,12.6,0.511,0,0.1,0.167,6.4,12.5,0.513,0.511,2.3,3.5,0.662,2.1,4.1,6.2,1.2,0.4,1.1,2,2.6,15.2,6.2,0.995,0.392,0.346,0.186,0.071,0.005,0.688,0.446,0.356,0.275,0.41,0.053,54,1,0.167,0,0,0,16.5,0.537,0.005,0.278,8.1,16.9,12.4,8.2,0.7,3.1,12.2,25.8,0.7,1.8,2.5,0.049,0,-0.9,-3.6,-1
Victor Oladipo,268,211,33.3,5.8,13.5,0.433,1.3,3.7,0.342,4.6,9.7,0.467,0.48,3,3.7,0.8,0.6,3.7,4.4,3.8,1.6,0.5,2.5,2.5,15.9,12.7,0.724,0.351,0.094,0.091,0.188,0.276,0.57,0.278,0.405,0.398,0.33,0.042,137,0.783,0.228,0.401,10,0,15.1,0.526,0.276,0.275,2.1,12.7,7.3,18.6,2.4,1.1,14.4,23.7,3.5,9.1,12.6,0.068,0,0.2,0.1,4.6
Kelly Olynyk,248,35,20.8,3.6,7.6,0.47,0.9,2.5,0.369,2.6,5.1,0.521,0.531,1.4,1.8,0.742,1.4,3.3,4.7,1.7,0.7,0.5,1.3,2.9,9.4,12.4,0.669,0.367,0.124,0.07,0.109,0.331,0.678,0.318,0.371,0.316,0.668,0.031,58,0.961,0.12,0.533,1,0,15.6,0.561,0.331,0.242,7.2,17.6,12.4,12.8,1.8,1.8,13.8,20.5,6.3,6.5,12.8,0.119,0,0.6,1.1,4.1
Arinze Onuaku,19,1,6.6,0.8,1.2,0.652,0,0,0,0.8,1.2,0.652,0.652,0.2,0.5,0.4,0.6,1.3,1.8,0.5,0.1,0.2,0.3,0.6,1.8,3.2,1,0.565,0.391,0.043,0,0,0.692,0.667,0,0,0.733,0.174,4,0,0,0,0,0,14.5,0.62,0,0.435,9.7,22.3,15.8,10.9,0.4,2.5,15.4,11.4,0.2,0.1,0.3,0.096,0,-0.3,-2,0
Chinanu Onuaku,2,0,5,1,1,1,0,0,0,1,1,1,1,1,1,1,0.5,1,1.5,0.5,0.5,0,0,0.5,3,2,1,0.5,0.5,0,0,0,1,1,0,0,0.5,0,0,0,0,0,0,0,37.4,1.042,0,1,11.2,22.2,16.7,15.7,4.8,0,0,12.3,0.1,0,0.1,0.525,0,2.2,12.8,0
Kelly Oubre,113,11,15.2,1.8,4.4,0.423,0.6,1.9,0.31,1.3,2.5,0.507,0.489,0.7,1,0.706,0.6,2.2,2.7,0.4,0.5,0.1,0.6,2,4.9,13.5,0.573,0.341,0.12,0.049,0.063,0.427,0.619,0.305,0.375,0.387,0.538,0.106,46,1,0.395,0.229,2,0,8.8,0.517,0.427,0.222,4.1,15.9,10,3.6,1.8,0.8,11,15.5,0.2,1.9,2,0.057,0,-0.8,-3.5,-0.7
Zaza Pachulia,935,430,21.3,2.5,5.3,0.463,0,0,0,2.5,5.3,0.466,0.463,2.1,2.9,0.747,2.3,3.7,6,1.3,0.7,0.4,1.4,2.6,7.1,5.6,0.995,0.573,0.159,0.145,0.119,0.005,0.545,0.332,0.398,0.343,0.645,0.031,138,0,0,0,12,0,14.4,0.537,0.005,0.537,12.4,20.1,16.2,9.3,1.8,1.3,17.3,17.1,22.5,23,45.5,0.109,0,0.8,-0.4,8
Georgios Papagiannis,3,0,3.3,0.3,0.3,1,0,0,0,0.3,0.3,1,1,0,0,0,0,0.3,0.3,0,0,0,0.3,1,0.7,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,-1.2,1,0,0,0,11.7,5.8,0,0,0,50,9,0,0,0,-0.051,0,-4.1,-10.7,0
Jabari Parker,152,147,32.1,6.4,13,0.491,0.5,1.5,0.341,5.9,11.5,0.511,0.511,2.5,3.4,0.748,1.7,3.9,5.6,2.1,1,0.4,1.7,2,15.8,9,0.884,0.437,0.156,0.111,0.18,0.116,0.671,0.341,0.374,0.354,0.648,0.142,264,0.949,0.341,0.397,3,0,16.2,0.546,0.116,0.259,6,13.7,9.9,10.8,1.6,1,10.4,22.7,5.6,3.5,9.2,0.09,0,-1.2,-1.2,0.9
Tony Parker,1119,1106,31.8,6.5,13.2,0.494,0.4,1.3,0.329,6.1,11.9,0.512,0.51,2.9,3.8,0.754,0.4,2.5,2.8,5.8,0.9,0.1,2.4,1.7,16.4,10.4,0.9,0.351,0.187,0.091,0.271,0.1,0.648,0.459,0.397,0.412,0.27,0.001,8,0.865,0.379,0.371,5,0,18.6,0.55,0.1,0.289,1.4,8.8,5.2,32.4,1.5,0.2,13.9,25.3,64.8,43.4,108.2,0.146,0,-0.8,1,27.4
Chandler Parsons,365,349,32.4,5.3,11.3,0.468,1.6,4.4,0.375,3.7,6.9,0.527,0.541,1.6,2.2,0.711,0.9,4,4.9,2.9,1,0.4,1.6,2,13.8,13.3,0.614,0.332,0.141,0.051,0.09,0.386,0.66,0.367,0.352,0.384,0.527,0.049,181,0.916,0.259,0.439,4,0,15.2,0.562,0.386,0.198,3.2,13.5,8.4,14.6,1.6,0.9,11.4,19.1,17.8,10.3,28.1,0.114,0,0.4,2.1,12.3
Patrick Patterson,452,72,24.2,3.2,7,0.46,0.8,2.3,0.366,2.4,4.7,0.506,0.52,0.6,0.9,0.74,1.5,3.3,4.8,1.2,0.6,0.5,0.8,1.9,7.9,14.3,0.674,0.183,0.186,0.141,0.164,0.326,0.63,0.48,0.45,0.444,0.669,0.043,119,0.989,0.427,0.396,3,1,13.3,0.536,0.326,0.122,7.1,15.5,11.3,7.9,1.3,1.7,9.5,15.2,14.1,9.5,23.6,0.104,0,0.3,0.7,7.5
