,Status,Player,Pos,Player_ID,url,G,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DPM,BPM,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,FG_100,FGA_100,FG%_100,3P_100,3PA_100,3P%_100,2P_100,2PA_100,2P%_100,FT_100,FTA_100,FT%_100,ORB_100,DRB_100,TRB_100,AST_100,STL_100,BLK_100,TOV_100,PF_100,PTS_100,ORtg,DRtg,Cluster
406,Inactive,Lester Hudson,SG,hudsole01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hudsole01.html,57,13.0,0.478,0.245,3.1,12.0,7.5,20.4,2.8,1.0,16.7,25.4,-1.3,-1.4,-2.7,0.375,15.8,0.601,0.206,0.123,0.075,0.198,0.399,0.441,0.654,0.484,0.211,0.28,0.277,0.493,0.008,0.75,0.168,0.412,8.3,22.2,0.375,2.5,8.9,0.277,5.9,13.3,0.441,4.4,5.4,0.806,1.4,5.3,6.7,6.2,2.8,0.7,4.9,4.6,23.5,93,107,2
407,Inactive,Lorenzo Brown,PG,brownlo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brownlo01.html,63,9.8,0.414,0.155,2.9,11.5,7.1,25.8,2.6,1.0,18.1,15.8,-3.2,-1.0,-4.2,0.369,12.8,0.717,0.33,0.146,0.116,0.124,0.283,0.455,0.519,0.471,0.259,0.448,0.152,0.329,0.021,0.7,0.182,0.083,5.2,14.0,0.369,0.6,4.0,0.152,4.6,10.0,0.455,1.4,2.2,0.667,1.3,5.0,6.3,8.5,2.6,0.6,3.3,4.3,12.4,90,111,6
408,Inactive,Lou Amundson,PF,amundlo01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/amundlo01.html,428,12.0,0.479,0.441,13.6,18.4,16.0,5.2,1.4,4.2,15.5,15.7,-2.9,1.0,-2.0,0.474,4.0,0.998,0.632,0.225,0.093,0.045,0.002,0.475,0.562,0.305,0.307,0.419,0.0,0.665,0.126,0.0,0.0,0.0,6.0,12.8,0.474,0.0,0.0,0.0,6.0,12.7,0.475,2.5,5.6,0.444,6.0,8.4,14.4,1.8,1.4,2.9,2.8,7.8,14.6,100,106,0
409,Active,Lou Williams,SG,willilo02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willilo02.html,760,18.0,0.552,0.421,1.7,8.4,5.0,20.8,2.0,0.6,11.2,25.1,2.3,-2.1,0.2,0.419,14.9,0.646,0.227,0.128,0.111,0.18,0.354,0.457,0.587,0.392,0.371,0.393,0.348,0.308,0.018,0.638,0.23,0.411,9.0,21.5,0.419,2.7,7.6,0.348,6.4,13.9,0.457,7.5,9.1,0.825,0.8,3.8,4.6,6.4,2.0,0.4,3.2,3.0,28.2,111,109,2
410,Active,Luc Mbah a Moute,PF,mbahalu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mbahalu01.html,596,10.7,0.505,0.339,7.4,13.7,10.5,5.8,1.9,1.3,13.2,13.8,-2.4,1.4,-1.0,0.448,9.5,0.873,0.473,0.093,0.068,0.239,0.127,0.467,0.584,0.294,0.301,0.35,0.318,0.697,0.044,0.977,0.491,0.353,5.4,11.9,0.448,0.5,1.5,0.318,4.9,10.4,0.467,2.7,4.0,0.661,3.4,6.1,9.5,1.9,1.9,0.9,2.1,4.1,13.9,103,105,3
411,Active,Lucas Nogueira,C,noguelu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/noguelu01.html,83,15.7,0.673,0.424,8.8,16.7,12.7,5.2,2.4,6.5,18.9,10.3,0.0,4.7,4.7,0.655,3.7,0.941,0.793,0.094,0.02,0.034,0.059,0.675,0.745,0.368,0.0,0.286,0.333,0.822,0.419,1.0,0.167,0.5,5.2,8.0,0.655,0.2,0.5,0.333,5.1,7.5,0.675,2.1,3.4,0.628,3.9,7.4,11.4,1.9,2.4,3.8,2.2,6.6,12.8,124,103,7
412,Inactive,Luigi Datome,SF,datomlu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/datomlu01.html,55,11.3,0.493,0.059,4.0,14.7,9.2,7.3,0.9,1.4,9.5,20.4,-2.2,-2.5,-4.7,0.414,18.1,0.575,0.134,0.059,0.118,0.263,0.425,0.486,0.72,0.545,0.455,0.367,0.316,0.577,0.022,0.96,0.165,0.154,8.7,21.0,0.414,2.8,8.9,0.316,5.9,12.1,0.486,1.0,1.2,0.818,1.9,6.5,8.5,2.3,0.9,0.9,2.3,3.9,21.2,98,109,1
414,Active,Luis Scola,PF,scolalu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/scolalu01.html,743,16.3,0.535,0.264,8.0,21.5,14.8,11.0,1.3,0.9,11.9,22.3,-0.9,0.4,-0.5,0.493,9.5,0.964,0.322,0.247,0.112,0.282,0.036,0.499,0.633,0.421,0.43,0.441,0.339,0.656,0.004,0.957,0.45,0.418,10.0,20.3,0.493,0.3,0.7,0.339,9.7,19.5,0.499,4.0,5.3,0.74,3.6,9.8,13.5,3.3,1.3,0.6,3.1,5.5,24.2,106,105,7
415,Active,Luke Babbitt,SF,babbilu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/babbilu01.html,311,10.1,0.534,0.111,2.7,16.3,9.4,6.4,0.9,0.9,9.2,15.7,-1.1,-1.8,-2.9,0.403,18.1,0.42,0.109,0.141,0.087,0.083,0.58,0.406,0.504,0.393,0.366,0.343,0.4,0.471,0.005,0.98,0.267,0.44,6.2,15.5,0.403,3.6,9.0,0.4,2.6,6.5,0.406,1.3,1.7,0.743,1.2,7.2,8.5,2.2,0.9,0.6,1.7,5.1,17.4,105,110,1
416,Inactive,Luke Ridnour,PG,ridnolu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/ridnolu01.html,830,13.9,0.519,0.22,1.9,8.3,5.0,27.5,2.0,0.6,15.3,18.3,0.3,-1.3,-0.9,0.431,15.1,0.754,0.16,0.134,0.128,0.331,0.246,0.458,0.507,0.409,0.458,0.454,0.349,0.292,0.0,0.675,0.319,0.391,7.1,16.4,0.431,1.4,4.0,0.349,5.6,12.3,0.458,3.1,3.6,0.862,0.9,3.6,4.5,8.9,2.0,0.4,3.2,4.3,18.6,108,111,6
417,Active,Luol Deng,SF,denglu01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/denglu01.html,877,15.4,0.527,0.282,5.4,14.6,10.1,11.2,1.5,1.1,10.3,20.7,0.2,0.7,0.9,0.455,12.3,0.826,0.311,0.126,0.091,0.297,0.174,0.481,0.64,0.393,0.341,0.395,0.333,0.638,0.037,0.958,0.418,0.373,8.6,19.0,0.455,1.1,3.3,0.333,7.5,15.7,0.481,4.1,5.4,0.77,2.5,6.7,9.2,3.4,1.5,0.7,2.5,2.5,22.5,107,105,1
419,Active,Malcolm Brogdon,SG,brogdma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brogdma01.html,55,13.9,0.539,0.215,2.7,9.3,6.0,23.9,2.3,0.4,15.2,18.1,0.0,-1.4,-1.3,0.438,11.4,0.71,0.393,0.132,0.096,0.089,0.29,0.447,0.547,0.328,0.333,0.308,0.417,0.403,0.037,0.868,0.236,0.433,6.9,15.6,0.438,1.9,4.5,0.417,5.0,11.1,0.447,2.9,3.4,0.851,1.1,4.1,5.3,8.2,2.3,0.3,3.1,3.6,18.5,109,111,6
420,Active,Malcolm Delaney,PG,delanma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/delanma01.html,56,8.4,0.472,0.233,0.9,10.1,5.6,22.9,1.5,0.1,17.8,18.9,-4.1,-1.3,-5.4,0.39,17.5,0.72,0.126,0.057,0.072,0.465,0.28,0.441,0.45,0.389,0.304,0.459,0.258,0.228,0.003,0.913,0.292,0.231,6.2,15.9,0.39,1.1,4.4,0.258,5.0,11.4,0.441,3.0,3.7,0.811,0.4,4.6,5.0,7.6,1.5,0.0,3.8,4.4,16.5,94,109,6
424,Active,Manu Ginobili,SG,ginobma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/ginobma01.html,972,20.7,0.584,0.407,3.1,12.9,8.1,24.8,2.8,0.9,14.8,24.7,4.0,1.3,5.3,0.448,13.9,0.608,0.292,0.137,0.076,0.103,0.392,0.498,0.621,0.407,0.388,0.347,0.371,0.393,0.018,0.805,0.203,0.388,9.1,20.3,0.448,2.9,7.9,0.371,6.1,12.3,0.498,6.8,8.2,0.827,1.4,6.0,7.3,7.9,2.8,0.6,4.1,4.3,27.9,113,100,2
425,Active,Marc Gasol,C,gasolma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gasolma01.html,624,18.9,0.562,0.412,6.5,20.3,13.3,15.8,1.4,3.7,13.1,20.5,0.8,2.9,3.8,0.499,9.4,0.962,0.26,0.325,0.2,0.176,0.038,0.505,0.688,0.459,0.426,0.41,0.335,0.627,0.047,0.966,0.019,0.4,8.7,17.4,0.499,0.2,0.7,0.335,8.5,16.8,0.505,5.5,7.2,0.772,2.9,9.0,11.9,5.0,1.4,2.4,3.1,4.7,23.1,112,103,7
426,Active,Marcelo Huertas,PG,huertma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/huertma01.html,76,10.1,0.471,0.154,1.9,9.5,5.6,33.4,1.6,0.6,23.7,16.5,-3.4,-2.8,-6.2,0.409,13.1,0.732,0.174,0.282,0.185,0.091,0.268,0.468,0.615,0.44,0.418,0.37,0.25,0.275,0.0,0.75,0.125,0.1,5.5,13.4,0.409,0.9,3.6,0.25,4.6,9.8,0.468,1.6,2.1,0.783,0.9,4.2,5.1,10.6,1.6,0.4,4.5,4.2,13.5,95,114,4
427,Active,Marcin Gortat,C,gortama01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gortama01.html,650,17.7,0.58,0.272,9.6,25.4,17.5,6.2,1.0,3.6,11.7,17.3,-0.9,1.9,1.0,0.556,5.8,0.996,0.462,0.303,0.173,0.06,0.004,0.558,0.719,0.432,0.412,0.372,0.158,0.754,0.081,1.0,0.0,0.0,8.6,15.5,0.556,0.0,0.1,0.158,8.6,15.4,0.558,2.9,4.2,0.682,4.3,11.4,15.7,2.0,1.0,2.4,2.3,4.3,20.1,114,103,0
428,Active,Marco Belinelli,SG,belinma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/belinma01.html,622,12.0,0.544,0.214,1.1,8.9,5.1,11.2,1.3,0.2,10.5,19.3,0.1,-1.8,-1.6,0.425,17.9,0.565,0.156,0.073,0.066,0.27,0.435,0.46,0.621,0.331,0.411,0.413,0.379,0.69,0.009,0.879,0.258,0.42,7.6,18.0,0.425,3.0,7.8,0.379,4.7,10.1,0.46,3.2,3.8,0.827,0.5,4.1,4.6,3.7,1.3,0.2,2.3,3.4,21.4,106,110,5
429,Active,Marcus Morris,PF,morrima03,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/morrima03.html,394,13.0,0.525,0.216,4.1,14.1,9.1,9.2,1.4,0.7,10.1,19.2,0.0,-0.2,-0.2,0.43,16.2,0.622,0.164,0.096,0.164,0.198,0.378,0.473,0.648,0.336,0.427,0.429,0.359,0.42,0.022,0.922,0.326,0.365,7.7,18.0,0.43,2.4,6.8,0.359,5.3,11.2,0.473,2.8,3.9,0.715,1.9,6.3,8.2,3.0,1.4,0.5,2.2,3.9,20.7,106,108,1
430,Active,Marcus Smart,PG,smartma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/smartma01.html,182,11.4,0.482,0.293,3.9,10.7,7.3,17.7,2.7,0.9,14.2,16.8,-0.5,1.1,0.6,0.363,16.0,0.515,0.233,0.137,0.069,0.076,0.485,0.422,0.52,0.348,0.385,0.287,0.301,0.393,0.014,0.855,0.21,0.344,5.3,14.5,0.363,2.1,7.0,0.301,3.2,7.5,0.422,3.1,4.3,0.738,1.8,4.8,6.6,6.2,2.7,0.5,2.7,4.6,15.8,101,105,2
431,Active,Marcus Thornton,SG,thornma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/thornma01.html,483,15.5,0.531,0.185,4.0,9.7,6.8,10.1,1.8,0.4,8.3,23.2,1.5,-2.3,-0.8,0.425,15.2,0.59,0.236,0.138,0.066,0.15,0.41,0.471,0.618,0.383,0.372,0.363,0.358,0.495,0.008,0.841,0.191,0.404,9.6,22.6,0.425,3.3,9.3,0.358,6.3,13.3,0.471,3.5,4.2,0.83,1.8,4.2,6.1,3.1,1.8,0.3,2.2,3.3,26.0,108,111,5
432,Inactive,Mario Chalmers,PG,chalmma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/chalmma01.html,580,12.9,0.55,0.302,1.5,9.1,5.4,21.5,2.9,0.5,18.6,17.3,0.5,0.1,0.5,0.421,15.5,0.533,0.247,0.137,0.055,0.093,0.467,0.477,0.551,0.423,0.409,0.397,0.358,0.274,0.006,0.862,0.268,0.409,5.9,14.0,0.421,2.3,6.6,0.358,3.6,7.5,0.477,3.3,4.2,0.786,0.7,4.1,4.8,7.4,2.9,0.3,3.6,5.3,17.5,105,105,6
433,Active,Mario Hezonja,SF,hezonma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hezonma01.html,121,8.8,0.518,0.119,2.2,12.4,7.2,10.9,1.4,1.1,17.6,17.7,-2.7,-0.9,-3.7,0.414,17.4,0.542,0.196,0.074,0.047,0.227,0.458,0.474,0.632,0.364,0.464,0.37,0.344,0.536,0.047,0.84,0.194,0.377,6.5,15.6,0.414,2.5,7.2,0.344,4.0,8.5,0.474,1.6,1.9,0.873,1.0,5.5,6.5,3.7,1.4,0.7,3.5,4.4,17.1,93,109,5
434,Inactive,Markel Brown,SG,brownma02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/brownma02.html,109,10.3,0.484,0.284,2.5,12.2,7.3,11.1,2.0,1.2,11.9,17.3,-2.1,-0.6,-2.7,0.382,14.2,0.652,0.269,0.109,0.06,0.214,0.348,0.427,0.559,0.328,0.344,0.333,0.297,0.547,0.058,0.873,0.351,0.385,5.9,15.4,0.382,1.6,5.4,0.297,4.3,10.0,0.427,3.4,4.4,0.781,1.1,5.5,6.6,3.8,2.0,0.8,2.3,4.4,16.7,98,109,5
435,Active,Markieff Morris,PF,morrima02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/morrima02.html,425,14.6,0.518,0.253,6.0,17.9,12.0,10.6,1.8,1.8,12.9,22.2,-1.2,0.6,-0.6,0.446,12.4,0.808,0.26,0.161,0.191,0.195,0.192,0.474,0.615,0.385,0.444,0.387,0.331,0.566,0.067,0.961,0.182,0.325,8.9,19.8,0.446,1.3,3.8,0.331,7.6,16.0,0.474,3.9,5.0,0.768,2.7,8.0,10.7,3.3,1.8,1.2,3.3,5.5,22.8,102,106,3
436,Active,Marquese Chriss,PF,chrisma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/chrisma01.html,57,10.9,0.496,0.261,6.5,14.4,10.3,5.1,2.0,2.6,12.2,19.7,-2.2,-0.4,-2.5,0.419,11.8,0.65,0.396,0.129,0.046,0.076,0.35,0.484,0.571,0.333,0.389,0.367,0.297,0.637,0.185,1.0,0.529,0.315,7.4,17.8,0.419,1.9,6.2,0.297,5.6,11.6,0.484,2.9,4.6,0.631,2.9,6.1,9.0,1.6,2.0,1.5,2.8,7.9,19.7,99,111,3
437,Active,Marreese Speights,C,speigma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/speigma01.html,628,17.1,0.526,0.278,10.7,20.4,15.6,7.1,0.9,2.6,10.3,24.8,-1.7,-1.1,-2.9,0.465,10.7,0.919,0.331,0.169,0.124,0.295,0.081,0.475,0.591,0.387,0.377,0.436,0.357,0.709,0.075,0.959,0.113,0.333,10.6,22.8,0.465,0.7,1.8,0.357,9.9,20.9,0.475,5.1,6.3,0.8,4.8,9.2,14.1,2.2,0.9,1.7,2.9,7.4,26.9,107,104,0
439,Inactive,Martell Webster,SF,webstma02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/webstma02.html,580,11.7,0.556,0.272,2.9,12.4,7.6,6.8,1.1,0.9,10.5,16.8,0.2,-0.9,-0.7,0.418,17.5,0.491,0.201,0.052,0.05,0.188,0.509,0.454,0.579,0.36,0.363,0.371,0.382,0.608,0.058,0.948,0.403,0.409,6.5,15.5,0.418,3.0,7.9,0.382,3.4,7.6,0.454,3.3,4.2,0.791,1.3,5.6,6.9,2.2,1.1,0.6,2.0,4.0,19.2,109,109,1
440,Active,Marvin Williams,PF,willima02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/willima02.html,836,13.7,0.542,0.31,5.0,16.0,10.5,7.3,1.4,1.4,9.5,17.2,-0.4,-0.1,-0.5,0.443,13.9,0.729,0.267,0.12,0.068,0.274,0.271,0.477,0.607,0.403,0.351,0.414,0.352,0.679,0.053,0.983,0.345,0.382,6.9,15.7,0.443,1.5,4.2,0.352,5.4,11.4,0.477,3.9,4.9,0.804,2.3,7.2,9.5,2.4,1.4,0.9,1.9,3.8,19.3,110,107,3
441,Active,Mason Plumlee,C,plumlma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/plumlma01.html,291,18.1,0.582,0.615,10.0,21.8,15.9,13.5,1.8,3.2,16.1,17.9,0.0,2.3,2.2,0.561,3.7,0.991,0.68,0.228,0.044,0.039,0.009,0.566,0.669,0.358,0.325,0.265,0.0,0.726,0.246,0.0,0.0,0.0,7.5,13.4,0.561,0.0,0.1,0.0,7.5,13.3,0.566,4.8,8.2,0.579,4.5,9.9,14.4,4.4,1.8,2.0,3.3,6.0,19.8,113,105,7
442,Active,Matt Barnes,SF,barnema02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/barnema02.html,909,12.8,0.542,0.216,5.6,16.4,11.1,11.4,1.7,1.6,14.3,16.7,0.3,0.7,1.0,0.437,14.3,0.543,0.306,0.133,0.028,0.076,0.457,0.522,0.632,0.398,0.307,0.38,0.335,0.685,0.04,0.945,0.378,0.344,6.5,14.9,0.437,2.3,6.8,0.335,4.2,8.1,0.522,2.4,3.2,0.743,2.5,7.4,9.9,3.9,1.7,1.0,2.7,5.5,17.7,107,106,3
443,Inactive,Matt Bonner,PF,bonnema01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bonnema01.html,792,13.6,0.585,0.115,5.5,15.1,10.4,6.3,1.1,1.2,7.0,14.8,1.2,-0.2,1.0,0.464,17.8,0.49,0.109,0.145,0.083,0.154,0.51,0.516,0.639,0.464,0.457,0.509,0.414,0.641,0.01,0.995,0.2,0.408,6.9,14.8,0.464,3.1,7.5,0.414,3.7,7.2,0.516,1.3,1.7,0.78,2.4,6.9,9.3,2.2,1.1,0.8,1.2,5.1,18.2,119,106,3
444,Active,Matthew Dellavedova,PG,dellama01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dellama01.html,265,10.2,0.515,0.153,2.3,7.7,5.0,24.4,1.3,0.2,17.4,14.5,-0.7,-1.9,-2.6,0.395,16.5,0.523,0.101,0.223,0.121,0.08,0.477,0.398,0.483,0.375,0.347,0.431,0.391,0.339,0.0,0.853,0.227,0.418,5.1,12.8,0.395,2.4,6.1,0.391,2.7,6.7,0.398,1.6,2.0,0.812,1.0,3.5,4.5,8.7,1.3,0.1,2.9,4.9,14.1,108,111,6
445,Active,Maurice Harkless,SF,harklma01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harklma01.html,332,12.2,0.527,0.239,6.1,12.1,9.1,5.5,2.2,2.1,11.7,15.4,-1.3,0.7,-0.6,0.464,10.0,0.7,0.506,0.117,0.023,0.054,0.3,0.528,0.607,0.339,0.327,0.286,0.313,0.603,0.137,0.954,0.53,0.304,6.5,14.0,0.464,1.3,4.2,0.313,5.2,9.8,0.528,2.0,3.3,0.601,2.8,5.5,8.3,1.9,2.2,1.4,2.1,4.1,16.3,104,108,1
447,Active,Metta World Peace,SF,artesro01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/artesro01.html,984,14.8,0.508,0.32,4.3,12.0,8.1,14.5,2.9,1.2,12.2,21.3,0.6,1.2,1.8,0.415,13.5,0.695,0.306,0.108,0.085,0.197,0.305,0.448,0.568,0.315,0.363,0.37,0.341,0.431,0.024,0.808,0.278,0.334,7.8,18.8,0.414,1.9,5.7,0.339,5.9,13.1,0.447,4.3,6.0,0.715,1.9,5.5,7.4,4.4,2.9,0.9,3.0,4.3,21.8,102,103,5
448,Active,Meyers Leonard,PF,leoname01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/l/leoname01.html,274,11.5,0.563,0.166,5.5,21.0,13.2,7.3,0.5,1.6,12.8,15.8,-1.5,-0.7,-2.1,0.464,15.2,0.615,0.218,0.131,0.095,0.171,0.385,0.522,0.668,0.485,0.416,0.42,0.371,0.824,0.094,0.979,0.161,0.457,6.8,14.7,0.464,2.1,5.6,0.371,4.7,9.0,0.522,2.0,2.4,0.826,2.5,9.7,12.2,2.4,0.5,1.1,2.3,7.3,17.7,109,108,7
449,Active,Michael Beasley,PF,beaslmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/beaslmi01.html,500,15.3,0.513,0.221,5.3,17.8,11.6,9.7,1.3,1.7,12.1,26.8,-2.2,-1.2,-3.4,0.457,12.0,0.871,0.248,0.193,0.156,0.273,0.129,0.474,0.633,0.425,0.394,0.409,0.347,0.487,0.041,0.845,0.291,0.398,11.2,24.6,0.457,1.1,3.2,0.347,10.1,21.4,0.474,4.1,5.4,0.756,2.4,7.9,10.3,2.8,1.3,1.1,3.7,4.8,27.7,99,108,3
450,Active,Michael Carter-Williams,PG,cartemi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/cartemi01.html,216,14.3,0.476,0.322,3.7,15.9,9.6,30.6,2.5,1.5,18.3,24.5,-1.4,0.7,-0.7,0.411,10.3,0.832,0.326,0.254,0.106,0.146,0.168,0.443,0.574,0.376,0.366,0.321,0.251,0.277,0.034,0.774,0.146,0.343,8.2,20.1,0.411,0.8,3.4,0.251,7.4,16.7,0.443,4.5,6.4,0.695,1.7,7.0,8.7,9.0,2.5,0.9,5.1,4.5,21.8,94,106,6
452,Active,Michael Kidd-Gilchrist,SF,kiddgmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kiddgmi01.html,258,13.7,0.515,0.386,7.4,19.3,13.3,7.8,1.3,2.4,10.7,16.6,-2.4,1.3,-1.1,0.465,7.8,0.983,0.518,0.141,0.062,0.262,0.017,0.47,0.606,0.27,0.333,0.341,0.212,0.665,0.081,0.857,0.455,0.133,6.7,14.3,0.465,0.1,0.2,0.212,6.6,14.1,0.47,3.9,5.5,0.703,3.5,8.8,12.3,2.4,1.3,1.5,2.0,4.1,17.3,106,106,3
453,Active,Mike Conley,PG,conlemi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/c/conlemi01.html,683,17.1,0.541,0.278,1.5,9.0,5.2,28.4,2.4,0.5,13.6,20.9,2.2,-0.5,1.7,0.44,13.2,0.715,0.295,0.151,0.084,0.185,0.285,0.465,0.578,0.373,0.383,0.398,0.378,0.21,0.002,0.798,0.193,0.436,8.2,18.5,0.44,2.0,5.3,0.378,6.2,13.3,0.465,4.2,5.1,0.812,0.7,4.0,4.7,9.1,2.4,0.3,3.3,3.2,22.5,111,107,6
454,Active,Mike Dunleavy,SF,dunlemi02,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dunlemi02.html,974,13.9,0.555,0.261,2.8,14.4,8.5,13.0,1.3,0.9,12.1,18.4,0.5,-0.2,0.3,0.441,16.0,0.613,0.215,0.091,0.072,0.235,0.387,0.482,0.661,0.358,0.37,0.399,0.377,0.679,0.01,0.959,0.245,0.41,7.4,16.7,0.441,2.4,6.5,0.377,4.9,10.2,0.482,3.5,4.4,0.803,1.3,6.6,7.9,4.1,1.3,0.6,2.6,3.7,20.7,109,107,1
455,Active,Mike Miller,SF,millemi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/millemi01.html,1026,14.4,0.576,0.201,2.6,15.7,9.1,15.8,1.1,0.6,14.1,18.2,1.5,-0.6,0.9,0.459,16.7,0.553,0.228,0.056,0.048,0.222,0.447,0.501,0.645,0.359,0.315,0.43,0.407,0.543,0.019,0.914,0.171,0.421,7.6,16.5,0.459,3.0,7.4,0.407,4.6,9.1,0.501,2.5,3.3,0.769,1.2,7.0,8.2,5.0,1.1,0.4,2.9,3.8,20.7,110,108,1
456,Active,Mike Muscala,C,muscami01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/muscami01.html,170,14.8,0.584,0.203,8.5,14.7,11.6,9.0,1.2,3.2,12.8,16.0,-0.9,1.1,0.2,0.508,12.2,0.77,0.32,0.12,0.123,0.206,0.23,0.546,0.663,0.449,0.463,0.47,0.383,0.802,0.065,1.0,0.329,0.367,7.3,14.3,0.508,1.3,3.3,0.383,6.0,11.0,0.546,2.4,2.9,0.826,3.7,6.7,10.4,2.9,1.2,2.0,2.3,5.1,18.2,114,105,7
457,Active,Mike Scott,PF,scottmi01,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/s/scottmi01.html,281,14.6,0.549,0.202,5.6,16.2,11.0,9.7,1.0,0.6,9.5,21.0,-0.6,-1.7,-2.4,0.46,13.4,0.652,0.271,0.176,0.102,0.103,0.348,0.527,0.673,0.433,0.406,0.421,0.336,0.848,0.048,0.985,0.22,0.315,8.9,19.4,0.46,2.3,6.8,0.336,6.7,12.7,0.527,3.1,3.9,0.786,2.4,7.3,9.8,3.0,1.0,0.4,2.2,4.1,23.2,107,106,3
