,Season,Player,Player_ID,Pos,url,Player_ID1,Games_,Minutes_Played,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DPM,BPM,VORP,Games,Min_Played,FG%,AVG_DIST_FGA,%FGA_2P,%FGA_0-3ft,%FGA_3-10ft,%FGA_10-16ft,%FGA_16ft<3,%FGA_3P,2P%,0-3_FG%,3-10_FG%,10-16_FG%,16<3_FG%,3P%,%ASTd_2P,%FGA_DUNK,DUNKS,%ASTd_3P,%_CORNER3PA,3P%_CORNER3,HEAVE_ATT,HEAVE_MD
170,Active,Dragan Bender,bendedr01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bendedr01.html,bendedr01,38.0,481.0,5.8,0.474,0.653,0.065,3.6,15.7,9.4,5.0,0.9,3.2,17.5,13.5,-0.4,0.3,-0.1,-0.012,0.0,0.0,-3.8,-0.2,38.0,481.0,0.371,18.8,0.347,0.194,0.048,0.016,0.089,0.653,0.465,0.625,0.333,0.5,0.182,0.321,0.65,0.032,4.0,1.0,0.284,0.391,0.0,0.0
171,Active,Draymond Green,greendr01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greendr01.html,greendr01,375.0,9922.0,15.7,0.534,0.365,0.311,5.3,21.6,13.8,20.1,2.5,3.0,17.5,16.6,11.4,19.6,31.0,0.15,0.0,4.0,4.2,15.4,375.0,9922.0,0.439,12.6,0.635,0.379,0.135,0.044,0.077,0.365,0.496,0.636,0.249,0.32,0.34,0.338,0.665,0.061,157.0,0.976,0.121,0.355,8.0,0.0
172,Inactive,Draymond Green,greendr01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greendr01.html,greendr01,375.0,9922.0,15.7,0.534,0.365,0.311,5.3,21.6,13.8,20.1,2.5,3.0,17.5,16.6,11.4,19.6,31.0,0.15,0.0,4.0,4.2,15.4,375.0,9922.0,0.439,12.6,0.635,0.379,0.135,0.044,0.077,0.365,0.496,0.636,0.249,0.32,0.34,0.338,0.665,0.061,157.0,0.976,0.121,0.355,8.0,0.0
173,Active,Dwight Howard,howardw01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/howardw01.html,howardw01,931.0,32596.0,21.8,0.6,0.006,0.807,11.9,29.3,20.8,7.4,1.4,4.4,16.9,22.8,55.5,64.1,119.6,0.176,0.0,2.9,2.7,38.3,931.0,32596.0,0.584,3.5,0.994,0.585,0.354,0.043,0.012,0.006,0.587,0.718,0.417,0.275,0.333,0.089,0.573,0.262,2473.0,1.0,0.143,0.375,24.0,0.0
174,Inactive,Dwight Howard,howardw01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/howardw01.html,howardw01,931.0,32596.0,21.8,0.6,0.006,0.807,11.9,29.3,20.8,7.4,1.4,4.4,16.9,22.8,55.5,64.1,119.6,0.176,0.0,2.9,2.7,38.3,931.0,32596.0,0.584,3.5,0.994,0.585,0.354,0.043,0.012,0.006,0.587,0.718,0.417,0.275,0.333,0.089,0.573,0.262,2473.0,1.0,0.143,0.375,24.0,0.0
175,Active,Dwight Powell,poweldw01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/poweldw01.html,poweldw01,154.0,2253.0,17.5,0.573,0.082,0.436,8.8,19.7,14.2,6.9,2.3,2.4,8.6,17.1,4.6,3.2,7.8,0.167,0.0,1.8,1.1,1.7,154.0,2253.0,0.51,8.6,0.918,0.48,0.111,0.061,0.264,0.082,0.537,0.722,0.282,0.41,0.339,0.212,0.847,0.152,88.0,1.0,0.327,0.235,0.0,0.0
176,Inactive,Dwight Powell,poweldw01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/poweldw01.html,poweldw01,154.0,2253.0,17.5,0.573,0.082,0.436,8.8,19.7,14.2,6.9,2.3,2.4,8.6,17.1,4.6,3.2,7.8,0.167,0.0,1.8,1.1,1.7,154.0,2253.0,0.51,8.6,0.918,0.48,0.111,0.061,0.264,0.082,0.537,0.722,0.282,0.41,0.339,0.212,0.847,0.152,88.0,1.0,0.327,0.235,0.0,0.0
177,Active,Dwyane Wade,wadedw01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wadedw01.html,wadedw01,903.0,32018.0,24.5,0.559,0.093,0.442,4.3,11.6,8.0,31.1,2.5,2.0,13.7,31.9,74.0,43.0,117.0,0.175,0.0,1.0,5.2,57.8,903.0,32018.0,0.485,10.4,0.907,0.353,0.156,0.137,0.26,0.093,0.505,0.657,0.459,0.387,0.389,0.288,0.323,0.072,1055.0,0.386,0.158,0.313,39.0,3.0
178,Inactive,Dwyane Wade,wadedw01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/w/wadedw01.html,wadedw01,903.0,32018.0,24.5,0.559,0.093,0.442,4.3,11.6,8.0,31.1,2.5,2.0,13.7,31.9,74.0,43.0,117.0,0.175,0.0,1.0,5.2,57.8,903.0,32018.0,0.485,10.4,0.907,0.353,0.156,0.137,0.26,0.093,0.505,0.657,0.459,0.387,0.389,0.288,0.323,0.072,1055.0,0.386,0.158,0.313,39.0,3.0
179,Active,E'Twaun Moore,mooreet01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mooreet01.html,mooreet01,359.0,6568.0,11.1,0.51,0.325,0.11,2.3,8.2,5.3,14.3,1.7,1.0,11.7,17.5,1.8,4.7,6.6,0.048,0.0,-0.9,-2.3,-0.6,359.0,6568.0,0.433,14.6,0.675,0.172,0.2,0.125,0.18,0.325,0.463,0.595,0.498,0.354,0.371,0.372,0.413,0.01,21.0,0.903,0.312,0.396,0.0,0.0
180,Inactive,E'Twaun Moore,mooreet01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mooreet01.html,mooreet01,359.0,6568.0,11.1,0.51,0.325,0.11,2.3,8.2,5.3,14.3,1.7,1.0,11.7,17.5,1.8,4.7,6.6,0.048,0.0,-0.9,-2.3,-0.6,359.0,6568.0,0.433,14.6,0.675,0.172,0.2,0.125,0.18,0.325,0.463,0.595,0.498,0.354,0.371,0.372,0.413,0.01,21.0,0.903,0.312,0.396,0.0,0.0
181,Active,Ed Davis,davised01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/davised01.html,davised01,481.0,10036.0,16.8,0.575,0.0,0.397,12.3,22.7,17.4,6.3,1.3,3.6,11.7,14.6,18.6,11.8,30.4,0.145,0.0,1.6,1.1,7.9,481.0,10036.0,0.562,4.5,1.0,0.572,0.271,0.119,0.037,0.0,0.562,0.678,0.432,0.384,0.297,0.0,0.663,0.157,342.0,0.0,0.0,0.0,1.0,0.0
182,Inactive,Ed Davis,davised01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/davised01.html,davised01,481.0,10036.0,16.8,0.575,0.0,0.397,12.3,22.7,17.4,6.3,1.3,3.6,11.7,14.6,18.6,11.8,30.4,0.145,0.0,1.6,1.1,7.9,481.0,10036.0,0.562,4.5,1.0,0.572,0.271,0.119,0.037,0.0,0.562,0.678,0.432,0.384,0.297,0.0,0.663,0.157,342.0,0.0,0.0,0.0,1.0,0.0
183,Active,Elfrid Payton,paytoel01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/paytoel01.html,paytoel01,214.0,6347.0,14.3,0.479,0.125,0.26,4.0,10.8,7.3,32.4,2.3,0.9,17.7,20.0,1.2,5.4,6.7,0.051,0.0,0.1,-0.8,1.9,214.0,6347.0,0.439,8.5,0.875,0.425,0.238,0.097,0.114,0.125,0.461,0.566,0.384,0.368,0.313,0.286,0.203,0.026,49.0,0.92,0.279,0.329,3.0,0.0
184,Active,Emmanuel Mudiay,mudiaem01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/mudiaem01.html,mudiaem01,113.0,3310.0,10.0,0.45,0.281,0.254,1.9,11.2,6.5,26.1,1.5,1.1,17.5,24.4,-3.8,1.6,-2.2,-0.032,0.0,-1.4,-4.1,-1.7,112.0,3305.0,0.365,12.7,0.719,0.314,0.117,0.134,0.153,0.281,0.385,0.486,0.276,0.301,0.338,0.315,0.314,0.021,25.0,0.797,0.133,0.288,2.0,0.0
185,Active,Enes Kanter,kanteen01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kanteen01.html,kanteen01,421.0,8980.0,19.4,0.574,0.028,0.303,14.1,21.5,17.8,5.0,0.9,1.7,13.5,23.3,16.5,8.4,24.8,0.133,0.0,-2.1,-2.5,-1.2,420.0,8961.0,0.531,6.5,0.972,0.508,0.218,0.118,0.129,0.028,0.537,0.653,0.437,0.405,0.366,0.32,0.54,0.054,173.0,0.969,0.65,0.323,1.0,0.0
186,Active,Eric Bledsoe,bledser01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/b/bledser01.html,bledser01,408.0,10994.0,17.5,0.547,0.247,0.373,3.5,12.4,7.9,27.3,2.6,1.4,18.3,23.6,11.9,11.4,23.3,0.102,0.0,0.8,2.0,11.1,408.0,10994.0,0.446,12.4,0.753,0.33,0.149,0.084,0.19,0.247,0.483,0.618,0.383,0.403,0.362,0.333,0.197,0.021,73.0,0.583,0.164,0.314,12.0,0.0
187,Active,Eric Gordon,gordoer01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gordoer01.html,gordoer01,470.0,15764.0,14.9,0.56,0.408,0.306,1.5,7.2,4.3,16.0,1.6,0.7,12.7,22.9,19.7,6.0,25.7,0.078,0.0,-2.2,-0.5,5.8,470.0,15764.0,0.433,14.9,0.592,0.274,0.129,0.045,0.143,0.408,0.468,0.587,0.353,0.325,0.389,0.383,0.437,0.021,116.0,0.86,0.125,0.378,16.0,0.0
188,Inactive,Eric Gordon,gordoer01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/gordoer01.html,gordoer01,470.0,15764.0,14.9,0.56,0.408,0.306,1.5,7.2,4.3,16.0,1.6,0.7,12.7,22.9,19.7,6.0,25.7,0.078,0.0,-2.2,-0.5,5.8,470.0,15764.0,0.433,14.9,0.592,0.274,0.129,0.045,0.143,0.408,0.468,0.587,0.353,0.325,0.389,0.383,0.437,0.021,116.0,0.86,0.125,0.378,16.0,0.0
189,Active,Ersan Ilyasova,ilyaser01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/i/ilyaser01.html,ilyaser01,583.0,14230.0,15.9,0.534,0.316,0.224,8.2,19.4,13.7,7.9,1.5,1.2,9.0,20.7,19.5,17.0,36.5,0.123,0.0,-0.5,-0.1,6.9,583.0,14230.0,0.443,13.9,0.684,0.297,0.099,0.084,0.204,0.316,0.478,0.589,0.331,0.373,0.431,0.367,0.711,0.009,44.0,0.954,0.133,0.378,4.0,0.0
190,Active,Evan Fournier,fournev01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fournev01.html,fournev01,297.0,7684.0,13.1,0.559,0.398,0.259,1.9,9.2,5.5,13.3,1.5,0.2,12.5,20.7,7.6,4.2,11.8,0.074,0.0,-1.8,-1.1,1.8,297.0,7684.0,0.445,14.0,0.602,0.301,0.144,0.054,0.103,0.398,0.488,0.627,0.348,0.377,0.333,0.379,0.466,0.019,50.0,0.85,0.204,0.404,10.0,0.0
191,Inactive,Evan Fournier,fournev01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/f/fournev01.html,fournev01,297.0,7684.0,13.1,0.559,0.398,0.259,1.9,9.2,5.5,13.3,1.5,0.2,12.5,20.7,7.6,4.2,11.8,0.074,0.0,-1.8,-1.1,1.8,297.0,7684.0,0.445,14.0,0.602,0.301,0.144,0.054,0.103,0.398,0.488,0.627,0.348,0.377,0.333,0.379,0.466,0.019,50.0,0.85,0.204,0.404,10.0,0.0
192,Active,Evan Turner,turneev01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/turneev01.html,turneev01,519.0,14701.0,12.4,0.491,0.138,0.215,2.2,17.6,9.8,20.5,1.5,0.6,15.2,20.1,-0.8,16.5,15.7,0.051,0.0,0.5,-2.0,0.0,519.0,14701.0,0.432,12.1,0.862,0.222,0.163,0.262,0.215,0.138,0.453,0.605,0.383,0.419,0.391,0.302,0.355,0.02,96.0,0.916,0.447,0.36,5.0,0.0
193,Inactive,Evan Turner,turneev01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/turneev01.html,turneev01,519.0,14701.0,12.4,0.491,0.138,0.215,2.2,17.6,9.8,20.5,1.5,0.6,15.2,20.1,-0.8,16.5,15.7,0.051,0.0,0.5,-2.0,0.0,519.0,14701.0,0.432,12.1,0.862,0.222,0.163,0.262,0.215,0.138,0.453,0.605,0.383,0.419,0.391,0.302,0.355,0.02,96.0,0.916,0.447,0.36,5.0,0.0
194,Active,Frank Kaminsky,kaminfr01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/k/kaminfr01.html,kaminfr01,136.0,3098.0,12.5,0.5,0.406,0.232,3.9,16.6,10.2,10.9,1.3,1.9,8.6,19.1,1.1,3.8,4.9,0.076,0.0,0.2,-1.2,0.6,136.0,3098.0,0.4,13.6,0.594,0.281,0.21,0.054,0.048,0.406,0.454,0.544,0.409,0.271,0.34,0.322,0.61,0.026,25.0,0.993,0.126,0.339,5.0,0.0
195,Active,Fred VanVleet,vanvlfr01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vanvlfr01.html,vanvlfr01,21.0,145.0,13.8,0.456,0.295,0.18,2.3,12.6,7.4,18.6,3.5,0.6,5.7,21.4,0.1,0.2,0.3,0.089,0.0,-0.5,-1.4,0.0,21.0,145.0,0.361,13.1,0.705,0.328,0.148,0.066,0.148,0.295,0.349,0.4,0.111,0.5,0.444,0.389,0.4,0.0,0.0,0.857,0.278,0.8,1.0,0.0
196,Active,Garrett Temple,templga01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/templga01.html,templga01,358.0,6345.0,9.5,0.51,0.443,0.246,2.6,9.6,6.1,12.7,2.2,1.2,14.9,14.3,0.9,6.8,7.8,0.059,0.0,0.6,-1.1,1.4,358.0,6345.0,0.402,16.1,0.557,0.235,0.065,0.068,0.19,0.443,0.45,0.585,0.35,0.381,0.339,0.342,0.528,0.014,20.0,0.923,0.445,0.359,4.0,0.0
197,Inactive,Garrett Temple,templga01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/templga01.html,templga01,358.0,6345.0,9.5,0.51,0.443,0.246,2.6,9.6,6.1,12.7,2.2,1.2,14.9,14.3,0.9,6.8,7.8,0.059,0.0,0.6,-1.1,1.4,358.0,6345.0,0.402,16.1,0.557,0.235,0.065,0.068,0.19,0.443,0.45,0.585,0.35,0.381,0.339,0.342,0.528,0.014,20.0,0.923,0.445,0.359,4.0,0.0
198,Inactive,Garrett Temple,templga01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/t/templga01.html,templga01,358.0,6345.0,9.5,0.51,0.443,0.246,2.6,9.6,6.1,12.7,2.2,1.2,14.9,14.3,0.9,6.8,7.8,0.059,0.0,0.6,-1.1,1.4,358.0,6345.0,0.402,16.1,0.557,0.235,0.065,0.068,0.19,0.443,0.45,0.585,0.35,0.381,0.339,0.342,0.528,0.014,20.0,0.923,0.445,0.359,4.0,0.0
199,Active,Gary Harris,harriga01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/harriga01.html,harriga01,165.0,4137.0,12.2,0.545,0.402,0.192,2.7,7.8,5.2,9.7,2.1,0.6,10.9,17.2,3.5,2.0,5.6,0.065,0.0,-0.8,-0.5,1.6,164.0,4110.0,0.444,13.6,0.598,0.342,0.088,0.07,0.098,0.402,0.513,0.602,0.381,0.415,0.389,0.343,0.627,0.061,72.0,0.946,0.324,0.345,2.0,0.0
200,Active,Gary Neal,nealga01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/nealga01.html,nealga01,352.0,7507.0,12.6,0.532,0.398,0.179,1.2,10.2,5.8,12.4,1.0,0.1,10.1,22.0,5.4,5.4,10.7,0.069,0.0,-2.3,-2.5,-1.0,352.0,7507.0,0.422,17.4,0.602,0.071,0.153,0.151,0.227,0.398,0.448,0.526,0.436,0.481,0.41,0.382,0.46,0.0,1.0,0.707,0.18,0.407,2.0,0.0
201,Active,George Hill,hillge01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hillge01.html,hillge01,582.0,16824.0,15.2,0.565,0.357,0.299,2.3,10.2,6.3,18.7,1.7,0.8,11.1,18.3,30.7,21.5,52.2,0.149,0.0,0.4,2.1,17.4,582.0,16824.0,0.452,14.8,0.643,0.233,0.127,0.107,0.176,0.357,0.493,0.646,0.441,0.42,0.372,0.378,0.343,0.015,76.0,0.787,0.357,0.399,17.0,0.0
202,Active,Georges Niang,niangge01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/n/niangge01.html,niangge01,22.0,90.0,0.0,0.285,0.333,0.056,2.5,17.2,10.0,7.8,1.7,0.0,11.9,20.8,-0.4,0.1,-0.3,-0.181,0.0,-2.3,-12.1,-0.2,22.0,90.0,0.25,11.9,0.667,0.306,0.25,0.083,0.028,0.333,0.333,0.455,0.333,0.0,0.0,0.083,0.625,0.0,0.0,1.0,0.25,0.333,0.0,0.0
203,Active,Georgios Papagiannis,papagge01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/p/papagge01.html,papagge01,4.0,18.0,13.0,0.75,0.0,0.0,6.5,25.8,16.2,0.0,0.0,5.2,20.0,12.5,0.0,0.0,0.0,0.097,0.0,-3.1,-8.6,0.0,4.0,18.0,0.75,3.5,1.0,0.5,0.5,0.0,0.0,0.0,0.75,1.0,0.5,0.0,0.0,0.0,0.667,0.5,2.0,0.0,0.0,0.0,0.0,0.0
204,Active,Gerald Green,greenge01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greenge01.html,greenge01,533.0,10496.0,13.2,0.53,0.422,0.192,3.0,11.2,7.1,8.6,1.3,1.1,11.4,23.6,5.8,8.5,14.3,0.066,0.0,-2.0,-2.3,-0.9,533.0,10496.0,0.42,16.9,0.578,0.162,0.077,0.128,0.211,0.422,0.462,0.617,0.408,0.417,0.391,0.362,0.474,0.057,221.0,0.866,0.273,0.385,15.0,1.0
205,Inactive,Gerald Green,greenge01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/g/greenge01.html,greenge01,533.0,10496.0,13.2,0.53,0.422,0.192,3.0,11.2,7.1,8.6,1.3,1.1,11.4,23.6,5.8,8.5,14.3,0.066,0.0,-2.0,-2.3,-0.9,533.0,10496.0,0.42,16.9,0.578,0.162,0.077,0.128,0.211,0.422,0.462,0.617,0.408,0.417,0.391,0.362,0.474,0.057,221.0,0.866,0.273,0.385,15.0,1.0
206,Active,Gerald Henderson,hendege02,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/hendege02.html,hendege02,515.0,13444.0,13.6,0.518,0.143,0.306,2.5,11.7,7.0,12.9,1.3,1.1,10.0,21.2,8.9,9.4,18.3,0.065,0.0,-0.9,-2.2,-0.6,514.0,13413.0,0.443,13.3,0.859,0.231,0.111,0.173,0.343,0.141,0.462,0.635,0.338,0.413,0.412,0.327,0.556,0.051,231.0,0.921,0.38,0.387,14.0,0.0
207,Active,Giannis Antetokounmpo,antetgi01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/antetgi01.html,antetgi01,292.0,9175.0,17.7,0.567,0.133,0.44,4.9,19.4,12.2,17.8,1.8,3.4,15.3,21.3,12.1,11.0,23.1,0.121,0.0,1.9,2.2,9.8,292.0,9175.0,0.495,8.4,0.867,0.499,0.16,0.061,0.146,0.133,0.528,0.666,0.332,0.323,0.36,0.279,0.49,0.146,425.0,0.737,0.181,0.23,8.0,0.0
208,Inactive,Giannis Antetokounmpo,antetgi01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/antetgi01.html,antetgi01,292.0,9175.0,17.7,0.567,0.133,0.44,4.9,19.4,12.2,17.8,1.8,3.4,15.3,21.3,12.1,11.0,23.1,0.121,0.0,1.9,2.2,9.8,292.0,9175.0,0.495,8.4,0.867,0.499,0.16,0.061,0.146,0.133,0.528,0.666,0.332,0.323,0.36,0.279,0.49,0.146,425.0,0.737,0.181,0.23,8.0,0.0
209,Inactive,Giannis Antetokounmpo,antetgi01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/a/antetgi01.html,antetgi01,292.0,9175.0,17.7,0.567,0.133,0.44,4.9,19.4,12.2,17.8,1.8,3.4,15.3,21.3,12.1,11.0,23.1,0.121,0.0,1.9,2.2,9.8,292.0,9175.0,0.495,8.4,0.867,0.499,0.16,0.061,0.146,0.133,0.528,0.666,0.332,0.323,0.36,0.279,0.49,0.146,425.0,0.737,0.181,0.23,8.0,0.0
210,Active,Glenn Robinson,robingl02,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/robingl02.html,robingl02,135.0,1973.0,10.6,0.527,0.311,0.248,4.3,13.0,8.7,5.8,1.3,1.2,9.9,13.8,1.1,1.6,2.7,0.065,0.0,-0.5,-2.6,-0.3,135.0,1973.0,0.441,12.2,0.689,0.228,0.098,0.06,0.204,0.311,0.474,0.588,0.449,0.4,0.392,0.368,0.62,0.082,36.0,1.0,0.484,0.427,0.0,0.0
211,Inactive,Glenn Robinson,robingl02,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/r/robingl02.html,robingl02,135.0,1973.0,10.6,0.527,0.311,0.248,4.3,13.0,8.7,5.8,1.3,1.2,9.9,13.8,1.1,1.6,2.7,0.065,0.0,-0.5,-2.6,-0.3,135.0,1973.0,0.441,12.2,0.689,0.228,0.098,0.06,0.204,0.311,0.474,0.588,0.449,0.4,0.392,0.368,0.62,0.082,36.0,1.0,0.484,0.427,0.0,0.0
212,Active,Goran Dragic,dragigo01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dragigo01.html,dragigo01,623.0,17088.0,17.2,0.563,0.286,0.303,3.1,8.8,6.0,28.4,1.9,0.5,16.3,22.6,29.1,12.3,41.5,0.116,0.0,-1.1,1.3,14.3,623.0,17088.0,0.472,12.5,0.714,0.324,0.123,0.135,0.133,0.286,0.516,0.667,0.384,0.399,0.392,0.363,0.259,0.007,41.0,0.66,0.214,0.379,6.0,0.0
213,Inactive,Goran Dragic,dragigo01,SG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dragigo01.html,dragigo01,623.0,17088.0,17.2,0.563,0.286,0.303,3.1,8.8,6.0,28.4,1.9,0.5,16.3,22.6,29.1,12.3,41.5,0.116,0.0,-1.1,1.3,14.3,623.0,17088.0,0.472,12.5,0.714,0.324,0.123,0.135,0.133,0.286,0.516,0.667,0.384,0.399,0.392,0.363,0.259,0.007,41.0,0.66,0.214,0.379,6.0,0.0
214,Active,Gordon Hayward,haywago01,SF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/h/haywago01.html,haywago01,494.0,15414.0,17.6,0.562,0.305,0.396,2.7,12.7,7.7,18.7,1.7,1.1,13.0,23.2,28.0,12.9,40.8,0.127,0.0,-0.3,2.0,15.5,493.0,15380.0,0.441,14.3,0.695,0.229,0.144,0.101,0.221,0.305,0.475,0.634,0.372,0.431,0.398,0.364,0.437,0.053,278.0,0.861,0.213,0.388,4.0,0.0
215,Active,Gorgui Dieng,dienggo01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dienggo01.html,dienggo01,272.0,7056.0,16.3,0.573,0.031,0.384,9.8,21.9,15.8,9.5,1.8,3.8,15.8,15.6,9.8,7.2,17.0,0.116,0.0,2.4,2.0,7.1,272.0,7056.0,0.515,8.3,0.969,0.394,0.214,0.161,0.198,0.031,0.521,0.655,0.384,0.502,0.417,0.339,0.705,0.109,179.0,1.0,0.607,0.441,5.0,0.0
216,Inactive,Gorgui Dieng,dienggo01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/d/dienggo01.html,dienggo01,272.0,7056.0,16.3,0.573,0.031,0.384,9.8,21.9,15.8,9.5,1.8,3.8,15.8,15.6,9.8,7.2,17.0,0.116,0.0,2.4,2.0,7.1,272.0,7056.0,0.515,8.3,0.969,0.394,0.214,0.161,0.198,0.031,0.521,0.655,0.384,0.502,0.417,0.339,0.705,0.109,179.0,1.0,0.607,0.441,5.0,0.0
217,Active,Greg Monroe,monrogr01,C,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/monrogr01.html,monrogr01,511.0,15310.0,20.2,0.551,0.002,0.367,11.2,23.0,17.0,12.9,2.0,1.7,13.3,22.3,26.6,17.1,43.6,0.137,0.0,1.1,2.1,15.6,511.0,15310.0,0.511,4.4,0.998,0.569,0.296,0.053,0.079,0.002,0.512,0.618,0.38,0.376,0.333,0.0,0.536,0.038,194.0,0.0,0.1,0.0,6.0,0.0
218,Inactive,Greg Monroe,monrogr01,PF,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/m/monrogr01.html,monrogr01,511.0,15310.0,20.2,0.551,0.002,0.367,11.2,23.0,17.0,12.9,2.0,1.7,13.3,22.3,26.6,17.1,43.6,0.137,0.0,1.1,2.1,15.6,511.0,15310.0,0.511,4.4,0.998,0.569,0.296,0.053,0.079,0.002,0.512,0.618,0.38,0.376,0.333,0.0,0.536,0.038,194.0,0.0,0.1,0.0,6.0,0.0
219,Active,Greivis Vasquez,vasqugr01,PG,file:///Users/alexcheng/Downloads/us.sitesucker.mac.sitesucker/www.basketball-reference.com/players/v/vasqugr01.html,vasqugr01,401.0,9520.0,13.7,0.509,0.358,0.157,1.5,11.1,6.3,33.5,1.3,0.3,17.6,20.6,7.8,4.8,12.6,0.064,0.0,-2.1,-1.5,1.1,401.0,9520.0,0.418,14.5,0.642,0.153,0.291,0.083,0.114,0.358,0.456,0.585,0.404,0.442,0.43,0.349,0.24,0.002,3.0,0.784,0.123,0.386,18.0,0.0
